Day #,Hebrew Date,Weekday,Schedule,Parsha,Completes
124,5 Shevat,Wednesday,Bekhorot 7-8,,
125,6 Shevat,Thursday,Bekhorot 9,,Bekhorot
126,7 Shevat,Friday,,,
127,8 Shevat,Saturday,,Bo,
128,9 Shevat,Sunday,Ketubot 1-2,,
129,10 Shevat,Monday,Ketubot 3-4,,
130,11 Shevat,Tuesday,Ketubot 5-6,,
131,12 Shevat,Wednesday,Ketubot 7-8,,
132,13 Shevat,Thursday,,,
133,14 Shevat,Friday,,,
134,15 Shevat,Saturday,,Beshalah,
135,16 Shevat,Sunday,Ketubot 9-10,,
136,17 Shevat,Monday,Ketubot 11-12,,
137,18 Shevat,Tuesday,Ketubot 13,,
138,19 Shevat,Wednesday,,,
139,20 Shevat,Thursday,,,
140,21 Shevat,Friday,,,Ketubot
141,22 Shevat,Saturday,,Yitro,
142,23 Shevat,Sunday,Bava Kama 1-2,,
143,24 Shevat,Monday,Bava Kama 3-4,,
144,25 Shevat,Tuesday,Bava Kama 5-6,,
145,26 Shevat,Wednesday,Bava Kama 7-8,,
146,27 Shevat,Thursday,Bava Kama 9-10,,Bava Kama
147,28 Shevat,Friday,,,
148,29 Shevat,Saturday,,Mishpatim,
149,30 Shevat,Sunday,Bava Metzia 1-2,,
150,1 Adar I,Monday,Bava Metzia 3-4,,
151,2 Adar I,Tuesday,Bava Metzia 5-6,,
152,3 Adar I,Wednesday,Bava Metzia 7-8,,
153,4 Adar I,Thursday,Bava Metzia 9-10,,Bava Metzia
154,5 Adar I,Friday,,,
155,6 Adar I,Saturday,,Terumah,
156,7 Adar I,Sunday,Bava Batra 1-2,,
157,8 Adar I,Monday,Bava Batra 3-4,,
158,9 Adar I,Tuesday,Bava Batra 5-6,,
159,10 Adar I,Wednesday,Bava Batra 7-8,,
160,11 Adar I,Thursday,Bava Batra 9-10,,Bava Batra
161,12 Adar I,Friday,,,
162,13 Adar I,Saturday,,Tetzaveh,
163,14 Adar I,Sunday,Shekalim 1-2,,
164,15 Adar I,Monday,Shekalim 3-4,,
165,16 Adar I,Tuesday,Shekalim 5-6,,
166,17 Adar I,Wednesday,Shekalim 7-8,,Shekalim
167,18 Adar I,Thursday,Hullin 8,,
168,19 Adar I,Friday,,,
169,20 Adar I,Saturday,,Ki Tisa,
170,21 Adar I,Sunday,Middot 1-2,,
171,22 Adar I,Monday,Middot 3-4,,
172,23 Adar I,Tuesday,Middot 5,,Middot
173,24 Adar I,Wednesday,,,
174,25 Adar I,Thursday,,,
175,26 Adar I,Friday,,,
176,27 Adar I,Saturday,,Vayakhel,
177,28 Adar I,Sunday,Horayot 1-2,,
178,29 Adar I,Monday,Horayot 3,,Horayot
179,30 Adar I,Tuesday,,,
180,1 Adar II,Wednesday,Megillah 1-2,,Megillah
181,2 Adar II,Thursday,Megillah 3-4,,
182,3 Adar II,Friday,,,
183,4 Adar II,Saturday,,Pekudei,
184,5 Adar II,Sunday,Shevuot 1-2,,
185,6 Adar II,Monday,Shevuot 3-4,,
186,7 Adar II,Tuesday,Shevuot 5-6,,
187,8 Adar II,Wednesday,Shevuot 7-8,,Shevuot
188,9 Adar II,Thursday,Zevahim 1-2,,
189,10 Adar II,Friday,Zevahim 3-4,,
190,11 Adar II,Saturday,,Vayikra,
191,12 Adar II,Sunday,Zevahim 5-6,,
192,13 Adar II,Monday,Zevahim 7-8,Ta'anit Esther,
193,14 Adar II,Tuesday,,Purim,
194,15 Adar II,Wednesday,Zevahim 9-10,,
195,16 Adar II,Thursday,Zevahim 11-12,,
196,17 Adar II,Friday,Zevahim 13-14,,Zevahim
197,18 Adar II,Saturday,,Tzav,
198,19 Adar II,Sunday,Mikvaot 1-2,,
199,20 Adar II,Monday,Mikvaot 3-4,,
200,21 Adar II,Tuesday,Mikvaot 5-6,,
201,22 Adar II,Wednesday,Mikvaot 7-8,,
202,23 Adar II,Thursday,Mikvaot 9-10,,Mikvaot
203,24 Adar II,Friday,,,
204,25 Adar II,Saturday,,Shmini,
205,26 Adar II,Sunday,Negaim 1-2,,
206,27 Adar II,Monday,Negaim 3-4,,
207,28 Adar II,Tuesday,Negaim 5-6,,
208,29 Adar II,Wednesday,Negaim 7-8,,
209,1 Nisan,Thursday,Negaim 9-10,,
210,2 Nisan,Friday,,,
211,3 Nisan,Saturday,,Tazria,
212,4 Nisan,Sunday,Negaim 11-12,,
213,5 Nisan,Monday,Negaim 13-14,,Negaim
214,6 Nisan,Tuesday,Pesahim 1-2,,
215,7 Nisan,Wednesday,Pesahim 3-4,,
216,8 Nisan,Thursday,Pesahim 5-6,,
217,9 Nisan,Friday,Pesahim 7-8,,
218,10 Nisan,Saturday,,Metzora,
219,11 Nisan,Sunday,Pesahim 9-10,,Pesahim
220,12 Nisan,Monday,,,
221,13 Nisan,Tuesday,,,
222,14 Nisan,Wednesday,,SIYYUM MOED,
223,15 Nisan,Thursday,Menahot 1-2,Pesah I,
224,16 Nisan,Friday,Menahot 3-4,Pesah II,
225,17 Nisan,Saturday,,"Pesah III (CH""M)",
226,18 Nisan,Sunday,Menahot 5-6,Pesah IV,
227,19 Nisan,Monday,Menahot 7-8,Pesah V,
228,20 Nisan,Tuesday,Menahot 9-10,Pesah VI,
229,21 Nisan,Wednesday,Menahot 11-12,Pesah VII,
230,22 Nisan,Thursday,Menahot 13,Pesah VIII,Menahot
231,23 Nisan,Friday,Hullin 6,,
232,24 Nisan,Saturday,,Aharei Mot,
233,25 Nisan,Sunday,Niddah 1-2,,
234,26 Nisan,Monday,Niddah 3-4,,
235,27 Nisan,Tuesday,Niddah 5-6,,
236,28 Nisan,Wednesday,Niddah 7-8,,
237,29 Nisan,Thursday,Niddah 9-10,,Niddah
238,30 Nisan,Friday,,,
239,1 Iyar,Saturday,,Kedoshim,
240,2 Iyar,Sunday,Yevamot 1-2,,
241,3 Iyar,Monday,Yevamot 3-4,,
242,4 Iyar,Tuesday,Yevamot 5-6,,
243,5 Iyar,Wednesday,Yevamot 7-8,,
244,6 Iyar,Thursday,Yevamot 9-10,,
245,7 Iyar,Friday,Yevamot 11-12,,
246,8 Iyar,Saturday,,Emor,
247,9 Iyar,Sunday,Yevamot 13-14,,
248,10 Iyar,Monday,Yevamot 15-16,,Yevamot
249,11 Iyar,Tuesday,Sheviit 1-2,,
250,12 Iyar,Wednesday,Sheviit 3-4,,
251,13 Iyar,Thursday,Sheviit 5-6,,
252,14 Iyar,Friday,Sheviit 7-8,,
253,15 Iyar,Saturday,,Behar,
254,16 Iyar,Sunday,Sheviit 9-10,,Shevi'it
255,17 Iyar,Monday,Arakhin 1-2,,
256,18 Iyar,Tuesday,Arakhin 3-4,,
257,19 Iyar,Wednesday,Arakhin 5-6,,
258,20 Iyar,Thursday,Arakhin 7-8,,
259,21 Iyar,Friday,Arakhin 9,,Arakhin
260,22 Iyar,Saturday,,Behukotai,
261,23 Iyar,Sunday,Temurah 1-2,,
262,24 Iyar,Monday,Temurah 3-4,,
263,25 Iyar,Tuesday,Temurah 5-6,,
264,26 Iyar,Wednesday,Temurah 7,,Temurah
265,27 Iyar,Thursday,Hullin 1-2,,
266,28 Iyar,Friday,,,
267,29 Iyar,Saturday,,Bemidbar,
268,1 Sivan,Sunday,Hullin 3-4,,
269,2 Sivan,Monday,Hullin 5,,
270,3 Sivan,Tuesday,Hullin 9-10,,
271,4 Sivan,Wednesday,Hullin 11-12,,Hullin
272,5 Sivan,Thursday,,Erev Shavuot,
273,6 Sivan,Friday,Bikkurim 1-3,"Shavuot I
SIYYUM ZERAIM",Bikkurim
274,7 Sivan,Saturday,,Shavuot II,
275,8 Sivan,Sunday,Nazir 1-2,,
276,9 Sivan,Monday,Nazir 3-4,,
277,10 Sivan,Tuesday,Nazir 5-6,,
278,11 Sivan,Wednesday,Nazir 7-8,,
279,12 Sivan,Thursday,Nazir 9,,Nazir
280,13 Sivan,Friday,,,
281,14 Sivan,Saturday,,Naso,
282,15 Sivan,Sunday,Sotah 1-2,,
283,16 Sivan,Monday,Sotah 3-4,,
284,17 Sivan,Tuesday,Sotah 5-6,,
285,18 Sivan,Wednesday,Sotah 7-8,,
286,19 Sivan,Thursday,Sotah 9,,Sotah
287,20 Sivan,Friday,,,
288,21 Sivan,Saturday,,Beha'alotekha,
289,22 Sivan,Sunday,Avodah Zarah 1-2,,
290,23 Sivan,Monday,Avodah Zarah 3-4,,
291,24 Sivan,Tuesday,Avodah Zarah 5,,Avodah Zarah
292,25 Sivan,Wednesday,Kereitot 1-2,,
293,26 Sivan,Thursday,Kereitot 3-4,,
294,27 Sivan,Friday,Kereitot 5-6,,
295,28 Sivan,Saturday,,Shelah,Kereitot
296,29 Sivan,Sunday,Meilah 1-2,,
297,30 Sivan,Monday,Meilah 3-4,,
298,1 Tammuz,Tuesday,Meilah 5-6,,Meilah
299,2 Tammuz,Wednesday,Avot 1-2,,
300,3 Tammuz,Thursday,Avot 3-4,,
301,4 Tammuz,Friday,Avot 5,,
302,5 Tammuz,Saturday,,Korah,Avot
303,6 Tammuz,Sunday,Parah 1-2,,
304,7 Tammuz,Monday,Parah 3-4,,
305,8 Tammuz,Tuesday,Parah 5-6,,
306,9 Tammuz,Wednesday,Parah 7-8,,
307,10 Tammuz,Thursday,Parah 9-10,,
308,11 Tammuz,Friday,Parah 11-12,,
309,12 Tammuz,Saturday,,Hukkat-Balak,Parah
310,13 Tammuz,Sunday,Tamid 1-2,,
311,14 Tammuz,Monday,Tamid 3-4,,
312,15 Tammuz,Tuesday,Tamid 5-6,,
313,16 Tammuz,Wednesday,Tamid 7,,
314,17 Tammuz,Thursday,,,
315,18 Tammuz,Friday,,,
316,19 Tammuz,Saturday,,Pinhas,Tamid
317,20 Tammuz,Sunday,Nedarim 1-2,,
318,21 Tammuz,Monday,Nedarim 3-4,,
319,22 Tammuz,Tuesday,Nedarim 5-6,,
320,23 Tammuz,Wednesday,Nedarim 7-8,,
321,24 Tammuz,Thursday,Nedarim 9-10,,
322,25 Tammuz,Friday,Nedarim 11,,
323,26 Tammuz,Saturday,,Matot-Masei,Nedarim
324,27 Tammuz,Sunday,Eduyot 1-2,,
325,28 Tammuz,Monday,Eduyot 3-4,,
326,29 Tammuz,Tuesday,Eduyot 5-6,,
327,1 Av,Wednesday,Eduyot 7-8,,Eduyot
328,2 Av,Thursday,Kinnim 1-2,,
329,3 Av,Friday,Kinnim 3,SIYYUM KODASHIM,Kinnim
330,4 Av,Saturday,,Devarim,
331,5 Av,Sunday,,,
332,6 Av,Monday,,,
333,7 Av,Tuesday,,,
334,8 Av,Wednesday,,,
335,9 Av,Thursday,,Tish'a B'Av,
336,10 Av,Friday,,,
337,11 Av,Saturday,,Va'et-hanan,
338,12 Av,Sunday,Makshirin 1-2,,
339,13 Av,Monday,Makshirin 3-4,,
340,14 Av,Tuesday,Makshirin 5-6,,Makhshirin
341,15 Av,Wednesday,Zavim 1-2,,
342,16 Av,Thursday,Zavim 3-4,,
343,17 Av,Friday,Zavim 5,,Zavim
344,18 Av,Saturday,,Eikev,
345,19 Av,Sunday,Tevul Yom 1-2,,
346,20 Av,Monday,Tevul Yom 3-4,,Tevul Yom
347,21 Av,Tuesday,Yadayim 1-2,,
348,22 Av,Wednesday,Yadayim 3-4,,Yadayim
349,23 Av,Thursday,,,
350,24 Av,Friday,,,
351,25 Av,Saturday,,Re'eh,
352,26 Av,Sunday,Sanhedrin 1-2,,
353,27 Av,Monday,Sanhedrin 3-4,,
354,28 Av,Tuesday,Sanhedrin 5-6,,
355,29 Av,Wednesday,Sanhedrin 7-8,,
356,30 Av,Thursday,Sanhedrin 9-10,,
357,1 Elul,Friday,Sanhedrin 11,SIYYUM NEZIKIN,Sanhedrin
358,2 Elul,Saturday,,Shoftim,
359,3 Elul,Sunday,Makkot 1-2,,
360,4 Elul,Monday,Makkot 3,,Makkot
361,5 Elul,Tuesday,Gittin 1-2,,
362,6 Elul,Wednesday,Gittin 3-4,,
363,7 Elul,Thursday,Gittin 5-6,,
364,8 Elul,Friday,Gittin 7-8,,Gittin
365,9 Elul,Saturday,,Ki Teitzei,
366,10 Elul,Sunday,Gittin 9,,
367,11 Elul,Monday,Kiddushin 1-2,SIYYUM NASHIM,Kiddushin
368,12 Elul,Tuesday,Kiddushin 3-4,,
369,13 Elul,Wednesday,Aholot 1-2,,
370,14 Elul,Thursday,Aholot 3-4,,
371,15 Elul,Friday,,,
372,16 Elul,Saturday,,Ki Tavo,
373,17 Elul,Sunday,Aholot 5-6,,
374,18 Elul,Monday,Aholot 7-8,,
375,19 Elul,Tuesday,Aholot 9-10,,
376,20 Elul,Wednesday,Aholot 11-12,,
377,21 Elul,Thursday,Aholot 13-14,,
378,22 Elul,Friday,,,
379,23 Elul,Saturday,,Nitzavim-Vayeilekh,
380,24 Elul,Sunday,Aholot 15-16,,
381,25 Elul,Monday,Aholot 17-18,,Aholot
382,26 Elul,Tuesday,Uktzin 1-2,,
383,27 Elul,Wednesday,Uktzin 3,SIYYUM TAHOROT,Uktzin
384,28 Elul,Thursday,,,
385,29 Elul,Friday,,,
