Day #,Hebrew Date,Weekday,Schedule,Parsha,Completes
112,22 Tevet,Friday,,,
113,23 Tevet,Saturday,,Shemot,
114,24 Tevet,Sunday,Keilim 23-24,,
115,25 Tevet,Monday,Keilim 25-26,,
116,26 Tevet,Tuesday,Keilim 27-28,,
117,27 Tevet,Wednesday,Keilim 29-30,,
118,28 Tevet,Thursday,Aholot 1-2,,
119,29 Tevet,Friday,Aholot 3-4,,
120,1 Shevat,Saturday,,Vaera,
121,2 Shevat,Sunday,Aholot 5-6,,
122,3 Shevat,Monday,Aholot 7-8,,
123,4 Shevat,Tuesday,Aholot 9-10,,
124,5 Shevat,Wednesday,Aholot 11-12,,
125,6 Shevat,Thursday,Aholot 13-14,,
126,7 Shevat,Friday,,,
127,8 Shevat,Saturday,,Bo,
128,9 Shevat,Sunday,Aholot 15-16,,
129,10 Shevat,Monday,Aholot 17-18,,
130,11 Shevat,Tuesday,Tahorot 1-2,,
131,12 Shevat,Wednesday,Tahorot 3-4,,
132,13 Shevat,Thursday,Tahorot 5-6,,
133,14 Shevat,Friday,Tahorot 7-8,,
134,15 Shevat,Saturday,,Beshalach,
135,16 Shevat,Sunday,Tahorot 9-10,,
136,17 Shevat,Monday,Mikvaot 1-2,,
137,18 Shevat,Tuesday,Mikvaot 3-4,,
138,19 Shevat,Wednesday,Mikvaot 5-6,,
139,20 Shevat,Thursday,Mikvaot 7-8,,
140,21 Shevat,Friday,,,
141,22 Shevat,Saturday,,Yitro,
142,23 Shevat,Sunday,Mikvaot 9-10,,
143,24 Shevat,Monday,Bava Kama 1-2,,
144,25 Shevat,Tuesday,Bava Kama 3-4,,
145,26 Shevat,Wednesday,Bava Kama 5-6,,
146,27 Shevat,Thursday,Bava Kama 7-8,,
147,28 Shevat,Friday,Bava Kama 9-10,,
148,29 Shevat,Saturday,,Mishpatim,
149,30 Shevat,Sunday,Bava Metzia 1-2,,
150,1 Adar,Monday,Bava Metzia 3-4,,
151,2 Adar,Tuesday,Bava Metzia 5-6,,
152,3 Adar,Wednesday,Bava Metzia 7-8,,
153,4 Adar,Thursday,Bava Metzia 9-10,,
154,5 Adar,Friday,,,
155,6 Adar,Saturday,,Terumah,
156,7 Adar,Sunday,Shekalim 1-2,,
157,8 Adar,Monday,Shekalim 3-4,,
158,9 Adar,Tuesday,Shekalim 5-6,,
159,10 Adar,Wednesday,Shekalim 7-8,,
160,11 Adar,Thursday,Megillah 1-2,Ta'anit Esther,
161,12 Adar,Friday,Megillah 3-4,,
162,13 Adar,Saturday,,Tetzaveh,
163,14 Adar,Sunday,Bava Batra 1-2,Purim,
164,15 Adar,Monday,Bava Batra 3-4,,
165,16 Adar,Tuesday,Bava Batra 5-6,,
166,17 Adar,Wednesday,Bava Batra 7-8,,
167,18 Adar,Thursday,Bava Batra 9-10,,
168,19 Adar,Friday,,,
169,20 Adar,Saturday,,Ki Tisa,
170,21 Adar,Sunday,Middot 1-2,,
171,22 Adar,Monday,Middot 3-4,,
172,23 Adar,Tuesday,Middot 5,,
173,24 Adar,Wednesday,Zevahim 1-2,,
174,25 Adar,Thursday,Zevahim 3-4,,
175,26 Adar,Friday,,,
176,27 Adar,Saturday,,Vayakhel-Pekudei,
177,28 Adar,Sunday,Zevahim 5-6,,
178,29 Adar,Monday,Zevahim 7-8,,
179,1 Nisan,Tuesday,Zevahim 9-10,,
180,2 Nisan,Wednesday,Zevahim 11-12,,
181,3 Nisan,Thursday,Zevahim 13-14,,
182,4 Nisan,Friday,,,
183,5 Nisan,Saturday,,Vayikra,
184,6 Nisan,Sunday,,,
185,7 Nisan,Monday,Pesahim 1-2,,
186,8 Nisan,Tuesday,Pesahim 3-4,,
187,9 Nisan,Wednesday,Pesahim 5-6,,
188,10 Nisan,Thursday,Pesahim 7-8,,
189,11 Nisan,Friday,,,
190,12 Nisan,Saturday,,Tzav,
191,13 Nisan,Sunday,Pesahim 9-10,,
192,14 Nisan,Monday,,,
193,15 Nisan,Tuesday,Menahot 1-2,Pesah I,
194,16 Nisan,Wednesday,Menahot 3-4,Pesah II,
195,17 Nisan,Thursday,Menahot 5-6,Pesah III,
196,18 Nisan,Friday,Menahot 7-8,Pesah IV,
197,19 Nisan,Saturday,,"Pesah V (CH""M)",
198,20 Nisan,Sunday,Menahot 9-10,Pesah VI,
199,21 Nisan,Monday,Menahot 11-12,Pesah VII,
200,22 Nisan,Tuesday,Menahot 13,Pesah VIII,
201,23 Nisan,Wednesday,Negaim 1-2,,
202,24 Nisan,Thursday,Negaim 3-4,,
203,25 Nisan,Friday,Negaim 5-6,,
204,26 Nisan,Saturday,,Shmini,
205,27 Nisan,Sunday,Negaim 7-8,,
206,28 Nisan,Monday,Negaim 9-10,,
207,29 Nisan,Tuesday,Negaim 11-12,,
208,30 Nisan,Wednesday,Negaim 13-14,,
209,1 Iyar,Thursday,Hullin 1-2,,
210,2 Iyar,Friday,Hullin 3-4,,
211,3 Iyar,Saturday,,Tazria-Metzora,
212,4 Iyar,Sunday,Hullin 5-6,,
213,5 Iyar,Monday,Hullin 7-8,,
214,6 Iyar,Tuesday,Hullin 9-10,,
215,7 Iyar,Wednesday,Hullin 11-12,,
216,8 Iyar,Thursday,Yevamot 1-2,,
217,9 Iyar,Friday,Yevamot 3-4,,
218,10 Iyar,Saturday,,Achrei Mot-Kedoshim,
219,11 Iyar,Sunday,Yevamot 5-6,,
220,12 Iyar,Monday,Yevamot 7-8,,
221,13 Iyar,Tuesday,Yevamot 9-10,,
222,14 Iyar,Wednesday,Yevamot 11-12,,
223,15 Iyar,Thursday,Yevamot 13-14,,
224,16 Iyar,Friday,Yevamot 15-16,,
225,17 Iyar,Saturday,,Emor,
226,18 Iyar,Sunday,Arakhin 1-2,,
227,19 Iyar,Monday,Arakhin 3-4,,
228,20 Iyar,Tuesday,Arakhin 5-6,,
229,21 Iyar,Wednesday,Arakhin 7-8,,
230,22 Iyar,Thursday,Arakhin 9,,
231,23 Iyar,Friday,Temurah 1-2,,
232,24 Iyar,Saturday,,Behar-Bechukotai,
233,25 Iyar,Sunday,Temurah 3-4,,
234,26 Iyar,Monday,Temurah 5-6,,
235,27 Iyar,Tuesday,Temurah 7,,
236,28 Iyar,Wednesday,Bekhorot 1-2,,
237,29 Iyar,Thursday,Bekhorot 3-4,,
238,1 Sivan,Friday,Bekhorot 5-6,,
239,2 Sivan,Saturday,,Bemidbar,
240,3 Sivan,Sunday,Bekhorot 7-8,,
241,4 Sivan,Monday,Bekhorot 9,,
242,5 Sivan,Tuesday,,Erev Shavuot,
243,6 Sivan,Wednesday,Bikkurim 1-3,Shavuot I,
244,7 Sivan,Thursday,,Shavuot II,
245,8 Sivan,Friday,Nazir 1-2,,
246,9 Sivan,Saturday,,Naso,
247,10 Sivan,Sunday,Nazir 3-4,,
248,11 Sivan,Monday,Nazir 5-6,,
249,12 Sivan,Tuesday,Nazir 7-8,,
250,13 Sivan,Wednesday,Nazir 9,,
251,14 Sivan,Thursday,Sotah 1-2,,
252,15 Sivan,Friday,Sotah 3-4,,
253,16 Sivan,Saturday,,Beha'alotcha,
254,17 Sivan,Sunday,Sotah 5-6,,
255,18 Sivan,Monday,Sotah 7-8,,
256,19 Sivan,Tuesday,Sotah 9,,
257,20 Sivan,Wednesday,Me'ilah 1-2,,
258,21 Sivan,Thursday,Me'ilah 3-4,,
259,22 Sivan,Friday,Me'ilah 5-6,,
260,23 Sivan,Saturday,,Sh'lach,
261,24 Sivan,Sunday,Kereitot 1-2,,
262,25 Sivan,Monday,Kereitot 3-4,,
263,26 Sivan,Tuesday,Kereitot 5-6,,
264,27 Sivan,Wednesday,Horayot 1-2,,
265,28 Sivan,Thursday,Horayot 3,,
266,29 Sivan,Friday,Avot 1-2,,
267,30 Sivan,Saturday,,Korach,
268,1 Tammuz,Sunday,Avot 3-4,,
269,2 Tammuz,Monday,Avot 5,,
270,3 Tammuz,Tuesday,Parah 1-3,,
271,4 Tammuz,Wednesday,Parah 4-6,,
272,5 Tammuz,Thursday,Parah 7-8,,
273,6 Tammuz,Friday,Parah 9-10,,
274,7 Tammuz,Saturday,,Chukat,
275,8 Tammuz,Sunday,Parah 11-12,,
276,9 Tammuz,Monday,,,
277,10 Tammuz,Tuesday,,,
278,11 Tammuz,Wednesday,Tamid 1-2,,
279,12 Tammuz,Thursday,Tamid 3-4,,
280,13 Tammuz,Friday,,,
281,14 Tammuz,Saturday,,Balak,
282,15 Tammuz,Sunday,Tamid 5-6,,
283,16 Tammuz,Monday,Tamid 7,,
284,17 Tammuz,Tuesday,Nedarim 1-2,,
285,18 Tammuz,Wednesday,Nedarim 3-4,,
286,19 Tammuz,Thursday,Nedarim 5-6,,
287,20 Tammuz,Friday,,,
288,21 Tammuz,Saturday,,Pinhas,
289,22 Tammuz,Sunday,Nedarim 7-8,,
290,23 Tammuz,Monday,Nedarim 9-10,,
291,24 Tammuz,Tuesday,Nedarim 11,,
292,25 Tammuz,Wednesday,Kinnim 1-2,,
293,26 Tammuz,Thursday,Kinnim 3,,
294,27 Tammuz,Friday,,,
295,28 Tammuz,Saturday,,Matot-Masei,
296,29 Tammuz,Sunday,Sanhedrin 1-2,,
297,1 Av,Monday,,,
298,2 Av,Tuesday,Sanhedrin 3-4,,
299,3 Av,Wednesday,Sanhedrin 5-6,,
300,4 Av,Thursday,Sanhedrin 7-8,,
301,5 Av,Friday,,,
302,6 Av,Saturday,,Devarim,
303,7 Av,Sunday,Sanhedrin 9-10,,
304,8 Av,Monday,Sanhedrin 11,,
305,9 Av,Tuesday,Makkot 1-2,Tish'a B'Av,
306,10 Av,Wednesday,Makkot 3,,
307,11 Av,Thursday,Shevuot 1-2,,
308,12 Av,Friday,Shevuot 3-4,,
309,13 Av,Saturday,,Vaetchanan,
310,14 Av,Sunday,Shevuot 5-6,,
311,15 Av,Monday,Shevuot 7-8,,
312,16 Av,Tuesday,Eduyot 1-2,,
313,17 Av,Wednesday,Eduyot 3-4,,
314,18 Av,Thursday,Eduyot 5-6,,
315,19 Av,Friday,Eduyot 7-8,,
316,20 Av,Saturday,,Eikev,
317,21 Av,Sunday,Avodah Zarah 1-2,,
318,22 Av,Monday,Avodah Zarah 3-4,,
319,23 Av,Tuesday,Avodah Zarah 5,,
320,24 Av,Wednesday,Ketubot 1-2,,
321,25 Av,Thursday,Ketubot 3-4,,
322,26 Av,Friday,Ketubot 5-6,,
323,27 Av,Saturday,,Re'eh,
324,28 Av,Sunday,Ketubot 7-8,,
325,29 Av,Monday,Ketubot 9-10,,
326,30 Av,Tuesday,Ketubot 11-12,,
327,1 Elul,Wednesday,Ketubot 13,,
328,2 Elul,Thursday,Gittin 1-2,,
329,3 Elul,Friday,Gittin 3-4,,
330,4 Elul,Saturday,,Shoftim,
331,5 Elul,Sunday,Gittin 5-6,,
332,6 Elul,Monday,Gittin 7-8,,
333,7 Elul,Tuesday,Gittin 9,,
334,8 Elul,Wednesday,Kiddushin 1-2,,
335,9 Elul,Thursday,Kiddushin 3-4,,
336,10 Elul,Friday,Niddah 1-2,,
337,11 Elul,Saturday,,Ki Teitzei,
338,12 Elul,Sunday,Niddah 3-4,,
339,13 Elul,Monday,Niddah 5-6,,
340,14 Elul,Tuesday,Niddah 7-8,,
341,15 Elul,Wednesday,Niddah 9-10,,
342,16 Elul,Thursday,Makshirin 1-2,,
343,17 Elul,Friday,Makshirin 3-4,,
344,18 Elul,Saturday,,Ki Tavo,
345,19 Elul,Sunday,Makshirin 5-6,,
346,20 Elul,Monday,Zavim 1-2,,
347,21 Elul,Tuesday,Zavim 3-4,,
348,22 Elul,Wednesday,Zavim 5,,
349,23 Elul,Thursday,Tevul Yom 1-2,,
350,24 Elul,Friday,Tevul Yom 3-4,,
351,25 Elul,Saturday,,Nitzavim-Vayeilech,
352,26 Elul,Sunday,Yadayim 1-2,,
353,27 Elul,Monday,Yadayim 3-4,,
354,28 Elul,Tuesday,Uktzin 1-2,,
355,29 Elul,Wednesday,Uktzin 3,,
