Day #,Hebrew Date,Weekday,Schedule,Parsha,Completes
51,21 Marheshvan,Friday,,,
52,22 Marheshvan,Saturday,,Chayei Sarah,
53,23 Marheshvan,Sunday,,,
54,24 Marheshvan,Monday,,,
55,25 Marheshvan,Tuesday,,,
56,26 Marheshvan,Wednesday,,,
57,27 Marheshvan,Thursday,,,
58,28 Marheshvan,Friday,,,
59,29 Marheshvan,Saturday,,Toldot,
60,30 Marheshvan,Sunday,,,
61,1 Kislev,Monday,,,
62,2 Kislev,Tuesday,,,
63,3 Kislev,Wednesday,,,
64,4 Kislev,Thursday,,,
65,5 Kislev,Friday,,,
66,6 Kislev,Saturday,,Vayetzei,
67,7 Kislev,Sunday,,,
68,8 Kislev,Monday,,,
69,9 Kislev,Tuesday,,,
70,10 Kislev,Wednesday,,,
71,11 Kislev,Thursday,,,
72,12 Kislev,Friday,,,
73,13 Kislev,Saturday,,Vayishlach,
74,14 Kislev,Sunday,,,
75,15 Kislev,Monday,,,
76,16 Kislev,Tuesday,,,
77,17 Kislev,Wednesday,,,
78,18 Kislev,Thursday,,,
79,19 Kislev,Friday,,,
80,20 Kislev,Saturday,,Vayeshev,
81,21 Kislev,Sunday,,,
82,22 Kislev,Monday,,,
83,23 Kislev,Tuesday,,,
84,24 Kislev,Wednesday,,,
85,25 Kislev,Thursday,,,
86,26 Kislev,Friday,,,
87,27 Kislev,Saturday,,Miketz,
88,28 Kislev,Sunday,,,
89,29 Kislev,Monday,,,
90,30 Kislev,Tuesday,,,
91,1 Tevet,Wednesday,,,
92,2 Tevet,Thursday,,,
93,3 Tevet,Friday,,,
94,4 Tevet,Saturday,,Vayigash,
95,5 Tevet,Sunday,,,
96,6 Tevet,Monday,,,
97,7 Tevet,Tuesday,,,
98,8 Tevet,Wednesday,,,
99,9 Tevet,Thursday,,,
100,10 Tevet,Friday,,,
101,11 Tevet,Saturday,,Vayechi,
102,12 Tevet,Sunday,,,
103,13 Tevet,Monday,,,
104,14 Tevet,Tuesday,,,
105,15 Tevet,Wednesday,,,
106,16 Tevet,Thursday,,,
107,17 Tevet,Friday,,,
108,18 Tevet,Saturday,,Shemot,
109,19 Tevet,Sunday,,,
110,20 Tevet,Monday,,,
111,21 Tevet,Tuesday,,,
112,22 Tevet,Wednesday,,,
113,23 Tevet,Thursday,,,
114,24 Tevet,Friday,,,
115,25 Tevet,Saturday,,Vaera,
116,26 Tevet,Sunday,,,
117,27 Tevet,Monday,,,
118,28 Tevet,Tuesday,,,
119,29 Tevet,Wednesday,,,
120,1 Shevat,Thursday,,,
121,2 Shevat,Friday,,,
122,3 Shevat,Saturday,,Bo,
123,4 Shevat,Sunday,,,
124,5 Shevat,Monday,,,
125,6 Shevat,Tuesday,,,
126,7 Shevat,Wednesday,,,
127,8 Shevat,Thursday,,,
128,9 Shevat,Friday,,,
129,10 Shevat,Saturday,,Beshalach,
130,11 Shevat,Sunday,,,
131,12 Shevat,Monday,,,
132,13 Shevat,Tuesday,,,
133,14 Shevat,Wednesday,,,
134,15 Shevat,Thursday,,,
135,16 Shevat,Friday,,,
136,17 Shevat,Saturday,,Yitro,
137,18 Shevat,Sunday,,,
138,19 Shevat,Monday,,,
139,20 Shevat,Tuesday,,,
140,21 Shevat,Wednesday,,,
141,22 Shevat,Thursday,,,
142,23 Shevat,Friday,,,
143,24 Shevat,Saturday,,Mishpatim,
144,25 Shevat,Sunday,,,
145,26 Shevat,Monday,,,
146,27 Shevat,Tuesday,,,
147,28 Shevat,Wednesday,,,
148,29 Shevat,Thursday,,,
149,30 Shevat,Friday,,,
150,1 Adar I,Saturday,,Terumah,
151,2 Adar I,Sunday,,,
152,3 Adar I,Monday,,,
153,4 Adar I,Tuesday,,,
154,5 Adar I,Wednesday,,,
155,6 Adar I,Thursday,,,
156,7 Adar I,Friday,,,
157,8 Adar I,Saturday,,Tetzaveh,
158,9 Adar I,Sunday,,,
159,10 Adar I,Monday,,,
160,11 Adar I,Tuesday,,,
161,12 Adar I,Wednesday,,,
162,13 Adar I,Thursday,,,
163,14 Adar I,Friday,,,
164,15 Adar I,Saturday,,Ki Tisa,
165,16 Adar I,Sunday,,,
166,17 Adar I,Monday,,,
167,18 Adar I,Tuesday,,,
168,19 Adar I,Wednesday,,,
169,20 Adar I,Thursday,,,
170,21 Adar I,Friday,,,
171,22 Adar I,Saturday,,Vayakhel,
172,23 Adar I,Sunday,,,
173,24 Adar I,Monday,,,
174,25 Adar I,Tuesday,,,
175,26 Adar I,Wednesday,,,
176,27 Adar I,Thursday,,,
177,28 Adar I,Friday,,,
178,29 Adar I,Saturday,,Pekudei,
179,30 Adar I,Sunday,,,
180,1 Adar II,Monday,,,
181,2 Adar II,Tuesday,,,
182,3 Adar II,Wednesday,,,
183,4 Adar II,Thursday,,,
184,5 Adar II,Friday,,,
185,6 Adar II,Saturday,,Vayikra,
186,7 Adar II,Sunday,,,
187,8 Adar II,Monday,,,
188,9 Adar II,Tuesday,,,
189,10 Adar II,Wednesday,,,
190,11 Adar II,Thursday,,Ta'anit Esther,
191,12 Adar II,Friday,,,
192,13 Adar II,Saturday,,Tzav,
193,14 Adar II,Sunday,,Purim,
194,15 Adar II,Monday,,,
195,16 Adar II,Tuesday,,,
196,17 Adar II,Wednesday,,,
197,18 Adar II,Thursday,,,
198,19 Adar II,Friday,,,
199,20 Adar II,Saturday,,Shmini,
200,21 Adar II,Sunday,,,
201,22 Adar II,Monday,,,
202,23 Adar II,Tuesday,,,
203,24 Adar II,Wednesday,,,
204,25 Adar II,Thursday,,,
205,26 Adar II,Friday,,,
206,27 Adar II,Saturday,,Tazria,
207,28 Adar II,Sunday,,,
208,29 Adar II,Monday,,,
209,1 Nisan,Tuesday,,,
210,2 Nisan,Wednesday,,,
211,3 Nisan,Thursday,,,
212,4 Nisan,Friday,,,
213,5 Nisan,Saturday,,Metzora,
214,6 Nisan,Sunday,,,
215,7 Nisan,Monday,,,
216,8 Nisan,Tuesday,,,
217,9 Nisan,Wednesday,,,
218,10 Nisan,Thursday,,,
219,11 Nisan,Friday,,,
220,12 Nisan,Saturday,,Achrei Mot,
221,13 Nisan,Sunday,,,
222,14 Nisan,Monday,,,
223,15 Nisan,Tuesday,,Pesah I,
224,16 Nisan,Wednesday,,Pesah II,
225,17 Nisan,Thursday,,Pesah III,
226,18 Nisan,Friday,,Pesah IV,
227,19 Nisan,Saturday,,"Pesah V (CH""M)",
228,20 Nisan,Sunday,,Pesah VI,
229,21 Nisan,Monday,,Pesah VII,
230,22 Nisan,Tuesday,,Pesah VIII,
231,23 Nisan,Wednesday,,,
232,24 Nisan,Thursday,,,
233,25 Nisan,Friday,,,
234,26 Nisan,Saturday,,Kedoshim,
235,27 Nisan,Sunday,,,
236,28 Nisan,Monday,,,
237,29 Nisan,Tuesday,,,
238,30 Nisan,Wednesday,,,
239,1 Iyar,Thursday,,,
240,2 Iyar,Friday,,,
241,3 Iyar,Saturday,,Emor,
242,4 Iyar,Sunday,,,
243,5 Iyar,Monday,,,
244,6 Iyar,Tuesday,,,
245,7 Iyar,Wednesday,,,
246,8 Iyar,Thursday,,,
247,9 Iyar,Friday,,,
248,10 Iyar,Saturday,,Behar,
249,11 Iyar,Sunday,,,
250,12 Iyar,Monday,,,
251,13 Iyar,Tuesday,,,
252,14 Iyar,Wednesday,,,
253,15 Iyar,Thursday,,,
254,16 Iyar,Friday,,,
255,17 Iyar,Saturday,,Bechukotai,
256,18 Iyar,Sunday,,,
257,19 Iyar,Monday,,,
258,20 Iyar,Tuesday,,,
259,21 Iyar,Wednesday,,,
260,22 Iyar,Thursday,,,
261,23 Iyar,Friday,,,
262,24 Iyar,Saturday,,Bemidbar,
263,25 Iyar,Sunday,,,
264,26 Iyar,Monday,,,
265,27 Iyar,Tuesday,,,
266,28 Iyar,Wednesday,,,
267,29 Iyar,Thursday,,,
268,1 Sivan,Friday,,,
269,2 Sivan,Saturday,,Naso,
270,3 Sivan,Sunday,,,
271,4 Sivan,Monday,,,
272,5 Sivan,Tuesday,,Erev Shavuot,
273,6 Sivan,Wednesday,,Shavuot I,
274,7 Sivan,Thursday,,Shavuot II,
275,8 Sivan,Friday,,,
276,9 Sivan,Saturday,,Beha'alotcha,
277,10 Sivan,Sunday,,,
278,11 Sivan,Monday,,,
279,12 Sivan,Tuesday,,,
280,13 Sivan,Wednesday,,,
281,14 Sivan,Thursday,,,
282,15 Sivan,Friday,,,
283,16 Sivan,Saturday,,Sh'lach,
284,17 Sivan,Sunday,,,
285,18 Sivan,Monday,,,
286,19 Sivan,Tuesday,,,
287,20 Sivan,Wednesday,,,
288,21 Sivan,Thursday,,,
289,22 Sivan,Friday,,,
290,23 Sivan,Saturday,,Korach,
291,24 Sivan,Sunday,,,
292,25 Sivan,Monday,,,
293,26 Sivan,Tuesday,,,
294,27 Sivan,Wednesday,,,
295,28 Sivan,Thursday,,,
296,29 Sivan,Friday,,,
297,30 Sivan,Saturday,,Chukat,
298,1 Tammuz,Sunday,,,
299,2 Tammuz,Monday,,,
300,3 Tammuz,Tuesday,,,
301,4 Tammuz,Wednesday,,,
302,5 Tammuz,Thursday,,,
303,6 Tammuz,Friday,,,
304,7 Tammuz,Saturday,,Balak,
305,8 Tammuz,Sunday,,,
306,9 Tammuz,Monday,,,
307,10 Tammuz,Tuesday,,,
308,11 Tammuz,Wednesday,,,
309,12 Tammuz,Thursday,,,
310,13 Tammuz,Friday,,,
311,14 Tammuz,Saturday,,Pinhas,
312,15 Tammuz,Sunday,,,
313,16 Tammuz,Monday,,,
314,17 Tammuz,Tuesday,,,
315,18 Tammuz,Wednesday,,,
316,19 Tammuz,Thursday,,,
317,20 Tammuz,Friday,,,
318,21 Tammuz,Saturday,,Matot,
319,22 Tammuz,Sunday,,,
320,23 Tammuz,Monday,,,
321,24 Tammuz,Tuesday,,,
322,25 Tammuz,Wednesday,,,
323,26 Tammuz,Thursday,,,
324,27 Tammuz,Friday,,,
325,28 Tammuz,Saturday,,Masei,
326,29 Tammuz,Sunday,,,
327,1 Av,Monday,,,
328,2 Av,Tuesday,,,
329,3 Av,Wednesday,,,
330,4 Av,Thursday,,,
331,5 Av,Friday,,,
332,6 Av,Saturday,,Devarim,
333,7 Av,Sunday,,,
334,8 Av,Monday,,,
335,9 Av,Tuesday,,Tish'a B'Av,
336,10 Av,Wednesday,,,
337,11 Av,Thursday,,,
338,12 Av,Friday,,,
339,13 Av,Saturday,,Vaetchanan,
340,14 Av,Sunday,,,
341,15 Av,Monday,,,
342,16 Av,Tuesday,,,
343,17 Av,Wednesday,,,
344,18 Av,Thursday,,,
345,19 Av,Friday,,,
346,20 Av,Saturday,,Eikev,
347,21 Av,Sunday,,,
348,22 Av,Monday,,,
349,23 Av,Tuesday,,,
350,24 Av,Wednesday,,,
351,25 Av,Thursday,,,
352,26 Av,Friday,,,
353,27 Av,Saturday,,Re'eh,
354,28 Av,Sunday,,,
355,29 Av,Monday,,,
356,30 Av,Tuesday,,,
357,1 Elul,Wednesday,,,
358,2 Elul,Thursday,,,
359,3 Elul,Friday,,,
360,4 Elul,Saturday,,Shoftim,
361,5 Elul,Sunday,,,
362,6 Elul,Monday,,,
363,7 Elul,Tuesday,,,
364,8 Elul,Wednesday,,,
365,9 Elul,Thursday,,,
366,10 Elul,Friday,,,
367,11 Elul,Saturday,,Ki Teitzei,
368,12 Elul,Sunday,,,
369,13 Elul,Monday,,,
370,14 Elul,Tuesday,,,
371,15 Elul,Wednesday,,,
372,16 Elul,Thursday,,,
373,17 Elul,Friday,,,
374,18 Elul,Saturday,,Ki Tavo,
375,19 Elul,Sunday,,,
376,20 Elul,Monday,,,
377,21 Elul,Tuesday,,,
378,22 Elul,Wednesday,,,
379,23 Elul,Thursday,,,
380,24 Elul,Friday,,,
381,25 Elul,Saturday,,Nitzavim-Vayeilech,
382,26 Elul,Sunday,,,
383,27 Elul,Monday,,,
384,28 Elul,Tuesday,,,
385,29 Elul,Wednesday,,,
