Day #,Hebrew Date,Weekday,Schedule,Parsha,Completes
81,21 Kislev,Sunday,Terumot 5-6,,
82,22 Kislev,Monday,Terumot 7-8,,
83,23 Kislev,Tuesday,Terumot 9-10,,
84,24 Kislev,Wednesday,Terumot 11,,
85,25 Kislev,Thursday,Ma'aserot 1-2,,
86,26 Kislev,Friday,,,
87,27 Kislev,Saturday,,Miketz,
88,28 Kislev,Sunday,Ma'aserot 3-4,,
89,29 Kislev,Monday,Ma'aserot 5,,
90,30 Kislev,Tuesday,Ma'aser Sheni 1-2,,
91,1 Tevet,Wednesday,Ma'aser Sheni 3-4,,
92,2 Tevet,Thursday,Ma'aser Sheni 5,,
93,3 Tevet,Friday,Hallah 1-2,,
94,4 Tevet,Saturday,,Vayigash,
95,5 Tevet,Sunday,Hallah 3-4,,
96,6 Tevet,Monday,Orlah 1-2,,
97,7 Tevet,Tuesday,Orlah 3,,
98,8 Tevet,Wednesday,Keilim 1-2,,
99,9 Tevet,Thursday,Keilim 3-4,,
100,10 Tevet,Friday,,,
101,11 Tevet,Saturday,,Vayechi,
102,12 Tevet,Sunday,Keilim 5-6,,
103,13 Tevet,Monday,Keilim 7-8,,
104,14 Tevet,Tuesday,Keilim 9-10,,
105,15 Tevet,Wednesday,Keilim 11-12,,
106,16 Tevet,Thursday,Keilim 13-14,,
107,17 Tevet,Friday,Keilim 15-16,,
108,18 Tevet,Saturday,,Shemot,
109,19 Tevet,Sunday,Keilim 17-18,,
110,20 Tevet,Monday,Keilim 19-20,,
111,21 Tevet,Tuesday,Keilim 21-22,,
112,22 Tevet,Wednesday,Keilim 23-24,,
113,23 Tevet,Thursday,Keilim 25-26,,
114,24 Tevet,Friday,,,
115,25 Tevet,Saturday,,Vaera,
116,26 Tevet,Sunday,Keilim 27-28,,
117,27 Tevet,Monday,Keilim 29-30,,
118,28 Tevet,Tuesday,Aholot 1-2,,
119,29 Tevet,Wednesday,Aholot 3-4,,
120,1 Shevat,Thursday,Aholot 5-6,,
121,2 Shevat,Friday,,,
122,3 Shevat,Saturday,,Bo,
123,4 Shevat,Sunday,Aholot 7-8,,
124,5 Shevat,Monday,Aholot 9-10,,
125,6 Shevat,Tuesday,Aholot 11-12,,
126,7 Shevat,Wednesday,Aholot 13-14,,
127,8 Shevat,Thursday,Aholot 15-16,,
128,9 Shevat,Friday,Aholot 17-18,,
129,10 Shevat,Saturday,,Beshalach,
130,11 Shevat,Sunday,Tahorot 1-2,,
131,12 Shevat,Monday,Tahorot 3-4,,
132,13 Shevat,Tuesday,Tahorot 5-6,,
133,14 Shevat,Wednesday,Tahorot 7-8,,
134,15 Shevat,Thursday,Tahorot 9-10,,
135,16 Shevat,Friday,,,
136,17 Shevat,Saturday,,Yitro,
137,18 Shevat,Sunday,Mikvaot 1-2,,
138,19 Shevat,Monday,Mikvaot 3-4,,
139,20 Shevat,Tuesday,Mikvaot 5-6,,
140,21 Shevat,Wednesday,Mikvaot 7-8,,
141,22 Shevat,Thursday,Mikvaot 9-10,,
142,23 Shevat,Friday,Bava Kama 1-2,,
143,24 Shevat,Saturday,,Mishpatim,
144,25 Shevat,Sunday,Bava Kama 3-4,,
145,26 Shevat,Monday,Bava Kama 5-6,,
146,27 Shevat,Tuesday,Bava Kama 7-8,,
147,28 Shevat,Wednesday,Bava Kama 9-10,,
148,29 Shevat,Thursday,Bava Metzia 1-2,,
149,30 Shevat,Friday,,,
150,1 Adar,Saturday,,Terumah,
151,2 Adar,Sunday,Bava Metzia 3-4,,
152,3 Adar,Monday,Bava Metzia 5-6,,
153,4 Adar,Tuesday,Bava Metzia 7-8,,
154,5 Adar,Wednesday,Bava Metzia 9-10,,
155,6 Adar,Thursday,Shekalim 1-2,,
156,7 Adar,Friday,Shekalim 3-4,,
157,8 Adar,Saturday,,Tetzaveh,
158,9 Adar,Sunday,Shekalim 5-6,,
159,10 Adar,Monday,Shekalim 7-8,,
160,11 Adar,Tuesday,Megillah 1-2,,
161,12 Adar,Wednesday,Megillah 3-4,,
162,13 Adar,Thursday,,Ta'anit Esther,
163,14 Adar,Friday,,Purim,
164,15 Adar,Saturday,,Ki Tisa,
165,16 Adar,Sunday,Bava Batra 1-2,,
166,17 Adar,Monday,Bava Batra 3-4,,
167,18 Adar,Tuesday,Bava Batra 5-6,,
168,19 Adar,Wednesday,Bava Batra 7-8,,
169,20 Adar,Thursday,Bava Batra 9-10,,
170,21 Adar,Friday,,,
171,22 Adar,Saturday,,Vayakhel,
172,23 Adar,Sunday,Middot 1-2,,
173,24 Adar,Monday,Middot 3-4,,
174,25 Adar,Tuesday,Middot 5,,
175,26 Adar,Wednesday,Zevahim 1-2,,
176,27 Adar,Thursday,Zevahim 3-4,,
177,28 Adar,Friday,,,
178,29 Adar,Saturday,,Pekudei,
179,1 Nisan,Sunday,Zevahim 5-6,,
180,2 Nisan,Monday,Zevahim 7-8,,
181,3 Nisan,Tuesday,Zevahim 9-10,,
182,4 Nisan,Wednesday,Zevahim 11-12,,
183,5 Nisan,Thursday,Zevahim 13-14,,
184,6 Nisan,Friday,,,
185,7 Nisan,Saturday,,Vayikra,
186,8 Nisan,Sunday,Pesahim 1-2,,
187,9 Nisan,Monday,Pesahim 3-4,,
188,10 Nisan,Tuesday,Pesahim 5-6,,
189,11 Nisan,Wednesday,Pesahim 7-8,,
190,12 Nisan,Thursday,Pesahim 9-10,,
191,13 Nisan,Friday,,,
192,14 Nisan,Saturday,,Tzav,
193,15 Nisan,Sunday,Menahot 1-2,Pesah I,
194,16 Nisan,Monday,Menahot 3-4,Pesah II,
195,17 Nisan,Tuesday,Menahot 5-6,Pesah III,
196,18 Nisan,Wednesday,Menahot 7-8,Pesah IV,
197,19 Nisan,Thursday,Menahot 9-10,Pesah V,
198,20 Nisan,Friday,Menahot 11-12,Pesah VI,
199,21 Nisan,Saturday,,Pesah VII,
200,22 Nisan,Sunday,Menahot 13,Pesah VIII,
201,23 Nisan,Monday,Negaim 1-2,,
202,24 Nisan,Tuesday,Negaim 3-4,,
203,25 Nisan,Wednesday,Negaim 5-6,,
204,26 Nisan,Thursday,Negaim 7-8,,
205,27 Nisan,Friday,Negaim 9-10,,
206,28 Nisan,Saturday,,Shmini,
207,29 Nisan,Sunday,Negaim 11-12,,
208,30 Nisan,Monday,Negaim 13-14,,
209,1 Iyar,Tuesday,Hullin 1-2,,
210,2 Iyar,Wednesday,Hullin 3-4,,
211,3 Iyar,Thursday,Hullin 5-6,,
212,4 Iyar,Friday,Hullin 7-8,,
213,5 Iyar,Saturday,,Tazria-Metzora,
214,6 Iyar,Sunday,Hullin 9-10,,
215,7 Iyar,Monday,Hullin 11-12,,
216,8 Iyar,Tuesday,Yevamot 1-2,,
217,9 Iyar,Wednesday,Yevamot 3-4,,
218,10 Iyar,Thursday,Yevamot 5-6,,
219,11 Iyar,Friday,Yevamot 7-8,,
220,12 Iyar,Saturday,,Achrei Mot-Kedoshim,
221,13 Iyar,Sunday,Yevamot 9-10,,
222,14 Iyar,Monday,Yevamot 11-12,,
223,15 Iyar,Tuesday,Yevamot 13-14,,
224,16 Iyar,Wednesday,Yevamot 15-16,,
225,17 Iyar,Thursday,Arakhin 1-2,,
226,18 Iyar,Friday,Arakhin 3-4,,
227,19 Iyar,Saturday,,Emor,
228,20 Iyar,Sunday,Arakhin 5-6,,
229,21 Iyar,Monday,Arakhin 7-8,,
230,22 Iyar,Tuesday,Arakhin 9,,
231,23 Iyar,Wednesday,Temurah 1-2,,
232,24 Iyar,Thursday,Temurah 3-4,,
233,25 Iyar,Friday,Temurah 5-6,,
234,26 Iyar,Saturday,,Behar-Bechukotai,
235,27 Iyar,Sunday,Temurah 7,,
236,28 Iyar,Monday,Bekhorot 1-2,,
237,29 Iyar,Tuesday,Bekhorot 3-4,,
238,1 Sivan,Wednesday,Bekhorot 5-6,,
239,2 Sivan,Thursday,Bekhorot 7-8,,
240,3 Sivan,Friday,Bekhorot 9,,
241,4 Sivan,Saturday,,Bemidbar,
242,5 Sivan,Sunday,,Erev Shavuot,
243,6 Sivan,Monday,Bikkurim 1-3,Shavuot I,
244,7 Sivan,Tuesday,,Shavuot II,
245,8 Sivan,Wednesday,Nazir 1-2,,
246,9 Sivan,Thursday,Nazir 3-4,,
247,10 Sivan,Friday,,,
248,11 Sivan,Saturday,,Naso,
249,12 Sivan,Sunday,Nazir 5-6,,
250,13 Sivan,Monday,Nazir 7-8,,
251,14 Sivan,Tuesday,Nazir 9,,
252,15 Sivan,Wednesday,Sotah 1-2,,
253,16 Sivan,Thursday,Sotah 3-4,,
254,17 Sivan,Friday,Sotah 5-6,,
255,18 Sivan,Saturday,,Beha'alotcha,
256,19 Sivan,Sunday,Sotah 7-8,,
257,20 Sivan,Monday,Sotah 9,,
258,21 Sivan,Tuesday,Me'ilah 1-2,,
259,22 Sivan,Wednesday,Me'ilah 3-4,,
260,23 Sivan,Thursday,Me'ilah 5-6,,
261,24 Sivan,Friday,Kereitot 1-2,,
262,25 Sivan,Saturday,,Sh'lach,
263,26 Sivan,Sunday,Kereitot 3-4,,
264,27 Sivan,Monday,Kereitot 5-6,,
265,28 Sivan,Tuesday,Horayot 1-2,,
266,29 Sivan,Wednesday,Horayot 3,,
267,30 Sivan,Thursday,Avot 1-2,,
268,1 Tammuz,Friday,Avot 3-4,,
269,2 Tammuz,Saturday,,Korach,
270,3 Tammuz,Sunday,Avot 5,,
271,4 Tammuz,Monday,Parah 1-2,,
272,5 Tammuz,Tuesday,Parah 3-4,,
273,6 Tammuz,Wednesday,Parah 5-6,,
274,7 Tammuz,Thursday,Parah 7-8,,
275,8 Tammuz,Friday,Parah 9-10,,
276,9 Tammuz,Saturday,,Chukat,
277,10 Tammuz,Sunday,Parah 11-12,,
278,11 Tammuz,Monday,,,
279,12 Tammuz,Tuesday,,,
280,13 Tammuz,Wednesday,Tamid 1-2,,
281,14 Tammuz,Thursday,Tamid 3-4,,
282,15 Tammuz,Friday,,,
283,16 Tammuz,Saturday,,Balak,
284,17 Tammuz,Sunday,Tamid 5-6,,
285,18 Tammuz,Monday,Tamid 7,,
286,19 Tammuz,Tuesday,Nedarim 1-2,,
287,20 Tammuz,Wednesday,Nedarim 3-4,,
288,21 Tammuz,Thursday,Nedarim 5-6,,
289,22 Tammuz,Friday,,,
290,23 Tammuz,Saturday,,Pinhas,
291,24 Tammuz,Sunday,Nedarim 7-8,,
292,25 Tammuz,Monday,Nedarim 9-10,,
293,26 Tammuz,Tuesday,Nedarim 11,,
294,27 Tammuz,Wednesday,Kinnim 1-2,,
295,28 Tammuz,Thursday,Kinnim 3,,
296,29 Tammuz,Friday,,,
297,1 Av,Saturday,,Matot-Masei,
298,2 Av,Sunday,Sanhedrin 1-2,,
299,3 Av,Monday,Sanhedrin 3-4,,
300,4 Av,Tuesday,Sanhedrin 5-6,,
301,5 Av,Wednesday,Sanhedrin 7-8,,
302,6 Av,Thursday,Sanhedrin 9-10,,
303,7 Av,Friday,Sanhedrin 11,,
304,8 Av,Saturday,,Devarim,
305,9 Av,Sunday,Makkot 1-2,Tish'a B'Av,
306,10 Av,Monday,Makkot 3,,
307,11 Av,Tuesday,Shevuot 1-2,,
308,12 Av,Wednesday,Shevuot 3-4,,
309,13 Av,Thursday,Shevuot 5-6,,
310,14 Av,Friday,,,
311,15 Av,Saturday,,Vaetchanan,
312,16 Av,Sunday,Shevuot 7-8,,
313,17 Av,Monday,Eduyot 1-2,,
314,18 Av,Tuesday,Eduyot 3-4,,
315,19 Av,Wednesday,Eduyot 5-6,,
316,20 Av,Thursday,Eduyot 7-8,,
317,21 Av,Friday,Avodah Zarah 1-2,,
318,22 Av,Saturday,,Eikev,
319,23 Av,Sunday,Avodah Zarah 3-4,,
320,24 Av,Monday,Avodah Zarah 5,,
321,25 Av,Tuesday,Ketubot 1-2,,
322,26 Av,Wednesday,Ketubot 3-4,,
323,27 Av,Thursday,Ketubot 5-6,,
324,28 Av,Friday,,,
325,29 Av,Saturday,,Re'eh,
326,30 Av,Sunday,Ketubot 7-8,,
327,1 Elul,Monday,Ketubot 9-10,,
328,2 Elul,Tuesday,Ketubot 11-12,,
329,3 Elul,Wednesday,Ketubot 13,,
330,4 Elul,Thursday,Gittin 1-2,,
331,5 Elul,Friday,Gittin 3-4,,
332,6 Elul,Saturday,,Shoftim,
333,7 Elul,Sunday,Gittin 5-6,,
334,8 Elul,Monday,Gittin 7-8,,
335,9 Elul,Tuesday,Gittin 9,,
336,10 Elul,Wednesday,Kiddushin 1-2,,
337,11 Elul,Thursday,Kiddushin 3-4,,
338,12 Elul,Friday,Niddah 1-3,,
339,13 Elul,Saturday,,Ki Teitzei,
340,14 Elul,Sunday,Niddah 4-6,,
341,15 Elul,Monday,Niddah 7-8,,
342,16 Elul,Tuesday,Niddah 9-10,,
343,17 Elul,Wednesday,Makshirin 1-3,,
344,18 Elul,Thursday,Makshirin 4-6,,
345,19 Elul,Friday,Zavim 1-2,,
346,20 Elul,Saturday,,Ki Tavo,
347,21 Elul,Sunday,Zavim 3-4,,
348,22 Elul,Monday,Zavim 5,,
349,23 Elul,Tuesday,Tevul Yom 1-2,,
350,24 Elul,Wednesday,Tevul Yom 3-4,,
351,25 Elul,Thursday,Yadayim 1-2,,
352,26 Elul,Friday,Yadayim 3-4,,
353,27 Elul,Saturday,,Nitzavim,
354,28 Elul,Sunday,Uktzin 1-2,,
355,29 Elul,Monday,Uktzin 3,,
