Day #,Hebrew Date,Weekday,Schedule,Parsha,Completes
157,9 Adar I,Thursday,,,
158,10 Adar I,Friday,,,
159,11 Adar I,Saturday,,Tetzaveh,
160,12 Adar I,Sunday,,,
161,13 Adar I,Monday,,,
162,14 Adar I,Tuesday,,,
163,15 Adar I,Wednesday,,,
164,16 Adar I,Thursday,,,
165,17 Adar I,Friday,,,
166,18 Adar I,Saturday,,Ki Tisa,
167,19 Adar I,Sunday,,,
168,20 Adar I,Monday,,,
169,21 Adar I,Tuesday,,,
170,22 Adar I,Wednesday,,,
171,23 Adar I,Thursday,,,
172,24 Adar I,Friday,,,
173,25 Adar I,Saturday,,Vayakhel,
174,26 Adar I,Sunday,,,
175,27 Adar I,Monday,,,
176,28 Adar I,Tuesday,,,
177,29 Adar I,Wednesday,,,
178,30 Adar I,Thursday,,,
179,1 Adar II,Friday,,,
180,2 Adar II,Saturday,,Pekudei,
181,3 Adar II,Sunday,,,
182,4 Adar II,Monday,,,
183,5 Adar II,Tuesday,,,
184,6 Adar II,Wednesday,,,
185,7 Adar II,Thursday,,,
186,8 Adar II,Friday,,,
187,9 Adar II,Saturday,,Vayikra,
188,10 Adar II,Sunday,,,
189,11 Adar II,Monday,,,
190,12 Adar II,Tuesday,,,
191,13 Adar II,Wednesday,,Ta'anit Esther,
192,14 Adar II,Thursday,,Purim,
193,15 Adar II,Friday,,,
194,16 Adar II,Saturday,,Tzav,
195,17 Adar II,Sunday,,,
196,18 Adar II,Monday,,,
197,19 Adar II,Tuesday,,,
198,20 Adar II,Wednesday,,,
199,21 Adar II,Thursday,,,
200,22 Adar II,Friday,,,
201,23 Adar II,Saturday,,Shmini,
202,24 Adar II,Sunday,,,
203,25 Adar II,Monday,,,
204,26 Adar II,Tuesday,,,
205,27 Adar II,Wednesday,,,
206,28 Adar II,Thursday,,,
207,29 Adar II,Friday,,,
208,1 Nisan,Saturday,,Tazria,
209,2 Nisan,Sunday,,,
210,3 Nisan,Monday,,,
211,4 Nisan,Tuesday,,,
212,5 Nisan,Wednesday,,,
213,6 Nisan,Thursday,,,
214,7 Nisan,Friday,,,
215,8 Nisan,Saturday,,Metzora,
216,9 Nisan,Sunday,,,
217,10 Nisan,Monday,,,
218,11 Nisan,Tuesday,,,
219,12 Nisan,Wednesday,,,
220,13 Nisan,Thursday,,,
221,14 Nisan,Friday,,,
222,15 Nisan,Saturday,,Pesah I,
223,16 Nisan,Sunday,,Pesah II,
224,17 Nisan,Monday,,Pesah III,
225,18 Nisan,Tuesday,,Pesah IV,
226,19 Nisan,Wednesday,,Pesah V,
227,20 Nisan,Thursday,,Pesah VI,
228,21 Nisan,Friday,,Pesah VII,
229,22 Nisan,Saturday,,Pesah VIII,
230,23 Nisan,Sunday,,,
231,24 Nisan,Monday,,,
232,25 Nisan,Tuesday,,,
233,26 Nisan,Wednesday,,,
234,27 Nisan,Thursday,,,
235,28 Nisan,Friday,,,
236,29 Nisan,Saturday,,Achrei Mot,
237,30 Nisan,Sunday,,,
238,1 Iyar,Monday,,,
239,2 Iyar,Tuesday,,,
240,3 Iyar,Wednesday,,,
241,4 Iyar,Thursday,,,
242,5 Iyar,Friday,,,
243,6 Iyar,Saturday,,Kedoshim,
244,7 Iyar,Sunday,,,
245,8 Iyar,Monday,,,
246,9 Iyar,Tuesday,,,
247,10 Iyar,Wednesday,,,
248,11 Iyar,Thursday,,,
249,12 Iyar,Friday,,,
250,13 Iyar,Saturday,,Emor,
251,14 Iyar,Sunday,,,
252,15 Iyar,Monday,,,
253,16 Iyar,Tuesday,,,
254,17 Iyar,Wednesday,,,
255,18 Iyar,Thursday,,,
256,19 Iyar,Friday,,,
257,20 Iyar,Saturday,,Behar,
258,21 Iyar,Sunday,,,
259,22 Iyar,Monday,,,
260,23 Iyar,Tuesday,,,
261,24 Iyar,Wednesday,,,
262,25 Iyar,Thursday,,,
263,26 Iyar,Friday,,,
264,27 Iyar,Saturday,,Bechukotai,
265,28 Iyar,Sunday,,,
266,29 Iyar,Monday,,,
267,1 Sivan,Tuesday,,,
268,2 Sivan,Wednesday,,,
269,3 Sivan,Thursday,,,
270,4 Sivan,Friday,,,
271,5 Sivan,Saturday,,Bemidbar,
272,6 Sivan,Sunday,,Shavuot I,
273,7 Sivan,Monday,,Shavuot II,
274,8 Sivan,Tuesday,,,
275,9 Sivan,Wednesday,,,
276,10 Sivan,Thursday,,,
277,11 Sivan,Friday,,,
278,12 Sivan,Saturday,,Naso,
279,13 Sivan,Sunday,,,
280,14 Sivan,Monday,,,
281,15 Sivan,Tuesday,,,
282,16 Sivan,Wednesday,,,
283,17 Sivan,Thursday,,,
284,18 Sivan,Friday,,,
285,19 Sivan,Saturday,,Beha'alotcha,
286,20 Sivan,Sunday,,,
287,21 Sivan,Monday,,,
288,22 Sivan,Tuesday,,,
289,23 Sivan,Wednesday,,,
290,24 Sivan,Thursday,,,
291,25 Sivan,Friday,,,
292,26 Sivan,Saturday,,Sh'lach,
293,27 Sivan,Sunday,,,
294,28 Sivan,Monday,,,
295,29 Sivan,Tuesday,,,
296,30 Sivan,Wednesday,,,
297,1 Tammuz,Thursday,,,
298,2 Tammuz,Friday,,,
299,3 Tammuz,Saturday,,Korach,
300,4 Tammuz,Sunday,,,
301,5 Tammuz,Monday,,,
302,6 Tammuz,Tuesday,,,
303,7 Tammuz,Wednesday,,,
304,8 Tammuz,Thursday,,,
305,9 Tammuz,Friday,,,
306,10 Tammuz,Saturday,,Chukat,
307,11 Tammuz,Sunday,,,
308,12 Tammuz,Monday,,,
309,13 Tammuz,Tuesday,,,
310,14 Tammuz,Wednesday,,,
311,15 Tammuz,Thursday,,,
312,16 Tammuz,Friday,,,
313,17 Tammuz,Saturday,,Balak,
314,18 Tammuz,Sunday,,,
315,19 Tammuz,Monday,,,
316,20 Tammuz,Tuesday,,,
317,21 Tammuz,Wednesday,,,
318,22 Tammuz,Thursday,,,
319,23 Tammuz,Friday,,,
320,24 Tammuz,Saturday,,Pinhas,
321,25 Tammuz,Sunday,,,
322,26 Tammuz,Monday,,,
323,27 Tammuz,Tuesday,,,
324,28 Tammuz,Wednesday,,,
325,29 Tammuz,Thursday,,,
326,1 Av,Friday,,,
327,2 Av,Saturday,,Matot-Masei,
328,3 Av,Sunday,,,
329,4 Av,Monday,,,
330,5 Av,Tuesday,,,
331,6 Av,Wednesday,,,
332,7 Av,Thursday,,,
333,8 Av,Friday,,,
334,9 Av,Saturday,,Devarim,
335,10 Av,Sunday,,Tish'a B'Av,
336,11 Av,Monday,,,
337,12 Av,Tuesday,,,
338,13 Av,Wednesday,,,
339,14 Av,Thursday,,,
340,15 Av,Friday,,,
341,16 Av,Saturday,,Vaetchanan,
342,17 Av,Sunday,,,
343,18 Av,Monday,,,
344,19 Av,Tuesday,,,
345,20 Av,Wednesday,,,
346,21 Av,Thursday,,,
347,22 Av,Friday,,,
348,23 Av,Saturday,,Eikev,
349,24 Av,Sunday,,,
350,25 Av,Monday,,,
351,26 Av,Tuesday,,,
352,27 Av,Wednesday,,,
353,28 Av,Thursday,,,
354,29 Av,Friday,,,
355,30 Av,Saturday,,Re'eh,
356,1 Elul,Sunday,,,
357,2 Elul,Monday,,,
358,3 Elul,Tuesday,,,
359,4 Elul,Wednesday,,,
360,5 Elul,Thursday,,,
361,6 Elul,Friday,,,
362,7 Elul,Saturday,,Shoftim,
363,8 Elul,Sunday,,,
364,9 Elul,Monday,,,
365,10 Elul,Tuesday,,,
366,11 Elul,Wednesday,,,
367,12 Elul,Thursday,,,
368,13 Elul,Friday,,,
369,14 Elul,Saturday,,Ki Teitzei,
370,15 Elul,Sunday,,,
371,16 Elul,Monday,,,
372,17 Elul,Tuesday,,,
373,18 Elul,Wednesday,,,
374,19 Elul,Thursday,,,
375,20 Elul,Friday,,,
376,21 Elul,Saturday,,Ki Tavo,
377,22 Elul,Sunday,,,
378,23 Elul,Monday,,,
379,24 Elul,Tuesday,,,
380,25 Elul,Wednesday,,,
381,26 Elul,Thursday,,,
382,27 Elul,Friday,,,
383,28 Elul,Saturday,,Nitzavim,
384,29 Elul,Sunday,,,
