Day #,Hebrew Date,Weekday,Schedule,Parsha,Completes
111,23 Tevet,Thursday,Keilim 23-24,,
112,24 Tevet,Friday,,,
113,25 Tevet,Saturday,,Shemot,
114,26 Tevet,Sunday,Keilim 25-26,,
115,27 Tevet,Monday,Keilim 27-28,,
116,28 Tevet,Tuesday,Keilim 29-30,,
117,29 Tevet,Wednesday,Aholot 1-2,,
118,1 Shevat,Thursday,Aholot 3-4,,
119,2 Shevat,Friday,Aholot 5-6,,
120,3 Shevat,Saturday,,Vaera,
121,4 Shevat,Sunday,Aholot 7-8,,
122,5 Shevat,Monday,Aholot 9-10,,
123,6 Shevat,Tuesday,Aholot 11-12,,
124,7 Shevat,Wednesday,Aholot 13-14,,
125,8 Shevat,Thursday,Aholot 15-16,,
126,9 Shevat,Friday,,,
127,10 Shevat,Saturday,,Bo,
128,11 Shevat,Sunday,Aholot 17-18,,
129,12 Shevat,Monday,Tahorot 1-2,,
130,13 Shevat,Tuesday,Tahorot 3-4,,
131,14 Shevat,Wednesday,Tahorot 5-6,,
132,15 Shevat,Thursday,Tahorot 7-8,,
133,16 Shevat,Friday,Tahorot 9-10,,
134,17 Shevat,Saturday,,Beshalach,
135,18 Shevat,Sunday,Mikvaot 1-2,,
136,19 Shevat,Monday,Mikvaot 3-4,,
137,20 Shevat,Tuesday,Mikvaot 5-6,,
138,21 Shevat,Wednesday,Mikvaot 7-8,,
139,22 Shevat,Thursday,Mikvaot 9-10,,
140,23 Shevat,Friday,,,
141,24 Shevat,Saturday,,Yitro,
142,25 Shevat,Sunday,Bava Kama 1-2,,
143,26 Shevat,Monday,Bava Kama 3-4,,
144,27 Shevat,Tuesday,Bava Kama 5-6,,
145,28 Shevat,Wednesday,Bava Kama 7-8,,
146,29 Shevat,Thursday,Bava Kama 9-10,,
147,30 Shevat,Friday,Bava Metzia 1-2,,
148,1 Adar,Saturday,,Mishpatim,
149,2 Adar,Sunday,Bava Metzia 3-4,,
150,3 Adar,Monday,Bava Metzia 5-6,,
151,4 Adar,Tuesday,Bava Metzia 7-8,,
152,5 Adar,Wednesday,Bava Metzia 9-10,,
153,6 Adar,Thursday,Shekalim 1-2,,
154,7 Adar,Friday,Shekalim 3-4,,
155,8 Adar,Saturday,,Terumah,
156,9 Adar,Sunday,Shekalim 5-6,,
157,10 Adar,Monday,Shekalim 7-8,,
158,11 Adar,Tuesday,Megillah 1-2,,
159,12 Adar,Wednesday,Megillah 3-4,,
160,13 Adar,Thursday,,Ta'anit Esther,
161,14 Adar,Friday,,Purim,
162,15 Adar,Saturday,,Tetzaveh,
163,16 Adar,Sunday,Bava Batra 1-2,,
164,17 Adar,Monday,Bava Batra 3-4,,
165,18 Adar,Tuesday,Bava Batra 5-6,,
166,19 Adar,Wednesday,Bava Batra 7-8,,
167,20 Adar,Thursday,Bava Batra 9-10,,
168,21 Adar,Friday,,,
169,22 Adar,Saturday,,Ki Tisa,
170,23 Adar,Sunday,Middot 1-2,,
171,24 Adar,Monday,Middot 3-4,,
172,25 Adar,Tuesday,Middot 5,,
173,26 Adar,Wednesday,Zevahim 1-2,,
174,27 Adar,Thursday,Zevahim 3-4,,
175,28 Adar,Friday,,,
176,29 Adar,Saturday,,Vayakhel-Pekudei,
177,1 Nisan,Sunday,Zevahim 5-6,,
178,2 Nisan,Monday,Zevahim 7-8,,
179,3 Nisan,Tuesday,Zevahim 9-10,,
180,4 Nisan,Wednesday,Zevahim 11-12,,
181,5 Nisan,Thursday,Zevahim 13-14,,
182,6 Nisan,Friday,,,
183,7 Nisan,Saturday,,Vayikra,
184,8 Nisan,Sunday,Pesahim 1-2,,
185,9 Nisan,Monday,Pesahim 3-4,,
186,10 Nisan,Tuesday,Pesahim 5-6,,
187,11 Nisan,Wednesday,Pesahim 7-8,,
188,12 Nisan,Thursday,Pesahim 9-10,,
189,13 Nisan,Friday,,,
190,14 Nisan,Saturday,,Tzav,
191,15 Nisan,Sunday,Menahot 1-2,Pesah I,
192,16 Nisan,Monday,Menahot 3-4,Pesah II,
193,17 Nisan,Tuesday,Menahot 5-6,Pesah III,
194,18 Nisan,Wednesday,Menahot 7-8,Pesah IV,
195,19 Nisan,Thursday,Menahot 9-10,Pesah V,
196,20 Nisan,Friday,Menahot 11-12,Pesah VI,
197,21 Nisan,Saturday,,Pesah VII,
198,22 Nisan,Sunday,Menahot 13,Pesah VIII,
199,23 Nisan,Monday,Negaim 1-2,,
200,24 Nisan,Tuesday,Negaim 3-4,,
201,25 Nisan,Wednesday,Negaim 5-6,,
202,26 Nisan,Thursday,Negaim 7-8,,
203,27 Nisan,Friday,Negaim 9-10,,
204,28 Nisan,Saturday,,Shmini,
205,29 Nisan,Sunday,Negaim 11-12,,
206,30 Nisan,Monday,Negaim 13-14,,
207,1 Iyar,Tuesday,Hullin 1-2,,
208,2 Iyar,Wednesday,Hullin 3-4,,
209,3 Iyar,Thursday,Hullin 5-6,,
210,4 Iyar,Friday,Hullin 7-8,,
211,5 Iyar,Saturday,,Tazria-Metzora,
212,6 Iyar,Sunday,Hullin 9-10,,
213,7 Iyar,Monday,Hullin 11-12,,
214,8 Iyar,Tuesday,Yevamot 1-2,,
215,9 Iyar,Wednesday,Yevamot 3-4,,
216,10 Iyar,Thursday,Yevamot 5-6,,
217,11 Iyar,Friday,Yevamot 7-8,,
218,12 Iyar,Saturday,,Achrei Mot-Kedoshim,
219,13 Iyar,Sunday,Yevamot 9-10,,
220,14 Iyar,Monday,Yevamot 11-12,,
221,15 Iyar,Tuesday,Yevamot 13-14,,
222,16 Iyar,Wednesday,Yevamot 15-16,,
223,17 Iyar,Thursday,Arakhin 1-2,,
224,18 Iyar,Friday,Arakhin 3-4,,
225,19 Iyar,Saturday,,Emor,
226,20 Iyar,Sunday,Arakhin 5-6,,
227,21 Iyar,Monday,Arakhin 7-8,,
228,22 Iyar,Tuesday,Arakhin 9,,
229,23 Iyar,Wednesday,Temurah 1-2,,
230,24 Iyar,Thursday,Temurah 3-4,,
231,25 Iyar,Friday,Temurah 5-6,,
232,26 Iyar,Saturday,,Behar-Bechukotai,
233,27 Iyar,Sunday,Temurah 7,,
234,28 Iyar,Monday,Bekhorot 1-2,,
235,29 Iyar,Tuesday,Bekhorot 3-4,,
236,1 Sivan,Wednesday,Bekhorot 5-6,,
237,2 Sivan,Thursday,Bekhorot 7-8,,
238,3 Sivan,Friday,Bekhorot 9,,
239,4 Sivan,Saturday,,Bemidbar,
240,5 Sivan,Sunday,,Erev Shavuot,
241,6 Sivan,Monday,Bikkurim 1-3,Shavuot I,
242,7 Sivan,Tuesday,,Shavuot II,
243,8 Sivan,Wednesday,Nazir 1-2,,
244,9 Sivan,Thursday,Nazir 3-4,,
245,10 Sivan,Friday,,,
246,11 Sivan,Saturday,,Naso,
247,12 Sivan,Sunday,Nazir 5-6,,
248,13 Sivan,Monday,Nazir 7-8,,
249,14 Sivan,Tuesday,Nazir 9,,
250,15 Sivan,Wednesday,Sotah 1-2,,
251,16 Sivan,Thursday,Sotah 3-4,,
252,17 Sivan,Friday,Sotah 5-6,,
253,18 Sivan,Saturday,,Beha'alotcha,
254,19 Sivan,Sunday,Sotah 7-8,,
255,20 Sivan,Monday,Sotah 9,,
256,21 Sivan,Tuesday,Me'ilah 1-2,,
257,22 Sivan,Wednesday,Me'ilah 3-4,,
258,23 Sivan,Thursday,Me'ilah 5-6,,
259,24 Sivan,Friday,Kereitot 1-2,,
260,25 Sivan,Saturday,,Sh'lach,
261,26 Sivan,Sunday,Kereitot 3-4,,
262,27 Sivan,Monday,Kereitot 5-6,,
263,28 Sivan,Tuesday,Horayot 1-2,,
264,29 Sivan,Wednesday,Horayot 3,,
265,30 Sivan,Thursday,Avot 1-2,,
266,1 Tammuz,Friday,Avot 3-4,,
267,2 Tammuz,Saturday,,Korach,
268,3 Tammuz,Sunday,Avot 5,,
269,4 Tammuz,Monday,Parah 1-2,,
270,5 Tammuz,Tuesday,Parah 3-4,,
271,6 Tammuz,Wednesday,Parah 5-6,,
272,7 Tammuz,Thursday,Parah 7-8,,
273,8 Tammuz,Friday,Parah 9-10,,
274,9 Tammuz,Saturday,,Chukat,
275,10 Tammuz,Sunday,Parah 11-12,,
276,11 Tammuz,Monday,,,
277,12 Tammuz,Tuesday,,,
278,13 Tammuz,Wednesday,Tamid 1-2,,
279,14 Tammuz,Thursday,Tamid 3-4,,
280,15 Tammuz,Friday,,,
281,16 Tammuz,Saturday,,Balak,
282,17 Tammuz,Sunday,Tamid 5-6,,
283,18 Tammuz,Monday,Tamid 7,,
284,19 Tammuz,Tuesday,Nedarim 1-2,,
285,20 Tammuz,Wednesday,Nedarim 3-4,,
286,21 Tammuz,Thursday,Nedarim 5-6,,
287,22 Tammuz,Friday,,,
288,23 Tammuz,Saturday,,Pinhas,
289,24 Tammuz,Sunday,Nedarim 7-8,,
290,25 Tammuz,Monday,Nedarim 9-10,,
291,26 Tammuz,Tuesday,Nedarim 11,,
292,27 Tammuz,Wednesday,Kinnim 1-2,,
293,28 Tammuz,Thursday,Kinnim 3,,
294,29 Tammuz,Friday,,,
295,1 Av,Saturday,,Matot-Masei,
296,2 Av,Sunday,Sanhedrin 1-2,,
297,3 Av,Monday,Sanhedrin 3-4,,
298,4 Av,Tuesday,Sanhedrin 5-6,,
299,5 Av,Wednesday,Sanhedrin 7-8,,
300,6 Av,Thursday,Sanhedrin 9-10,,
301,7 Av,Friday,Sanhedrin 11,,
302,8 Av,Saturday,,Devarim,
303,9 Av,Sunday,Makkot 1-2,Tish'a B'Av,
304,10 Av,Monday,Makkot 3,,
305,11 Av,Tuesday,Shevuot 1-2,,
306,12 Av,Wednesday,Shevuot 3-4,,
307,13 Av,Thursday,Shevuot 5-6,,
308,14 Av,Friday,,,
309,15 Av,Saturday,,Vaetchanan,
310,16 Av,Sunday,Shevuot 7-8,,
311,17 Av,Monday,Eduyot 1-2,,
312,18 Av,Tuesday,Eduyot 3-4,,
313,19 Av,Wednesday,Eduyot 5-6,,
314,20 Av,Thursday,Eduyot 7-8,,
315,21 Av,Friday,Avodah Zarah 1-2,,
316,22 Av,Saturday,,Eikev,
317,23 Av,Sunday,Avodah Zarah 3-4,,
318,24 Av,Monday,Avodah Zarah 5,,
319,25 Av,Tuesday,Ketubot 1-2,,
320,26 Av,Wednesday,Ketubot 3-4,,
321,27 Av,Thursday,Ketubot 5-6,,
322,28 Av,Friday,,,
323,29 Av,Saturday,,Re'eh,
324,30 Av,Sunday,Ketubot 7-8,,
325,1 Elul,Monday,Ketubot 9-10,,
326,2 Elul,Tuesday,Ketubot 11-12,,
327,3 Elul,Wednesday,Ketubot 13,,
328,4 Elul,Thursday,Gittin 1-2,,
329,5 Elul,Friday,Gittin 3-4,,
330,6 Elul,Saturday,,Shoftim,
331,7 Elul,Sunday,Gittin 5-6,,
332,8 Elul,Monday,Gittin 7-8,,
333,9 Elul,Tuesday,Gittin 9,,
334,10 Elul,Wednesday,Kiddushin 1-2,,
335,11 Elul,Thursday,Kiddushin 3-4,,
336,12 Elul,Friday,Niddah 1-3,,
337,13 Elul,Saturday,,Ki Teitzei,
338,14 Elul,Sunday,Niddah 4-6,,
339,15 Elul,Monday,Niddah 7-8,,
340,16 Elul,Tuesday,Niddah 9-10,,
341,17 Elul,Wednesday,Makshirin 1-3,,
342,18 Elul,Thursday,Makshirin 4-6,,
343,19 Elul,Friday,Zavim 1-2,,
344,20 Elul,Saturday,,Ki Tavo,
345,21 Elul,Sunday,Zavim 3-4,,
346,22 Elul,Monday,Zavim 5,,
347,23 Elul,Tuesday,Tevul Yom 1-2,,
348,24 Elul,Wednesday,Tevul Yom 3-4,,
349,25 Elul,Thursday,Yadayim 1-2,,
350,26 Elul,Friday,Yadayim 3-4,,
351,27 Elul,Saturday,,Nitzavim,
352,28 Elul,Sunday,Uktzin 1-2,,
353,29 Elul,Monday,Uktzin 3,,
